id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
470f224d-77cb-41dc-81e2-52f4cdce2acd,causes of thyroid storm,ineffective pre-operative hormonal control,manhandling of the thyroid gland during surgery,parathyroid tail left after surgery,Poor Preoperative preparation of the patient,D,single,"Answer- D. Poor Preoperative preparation of the patientThis is a rare but life-threatening complication of thyrotoxicosis.The most prominent signs are fever, agitation, delirium, tachycardia or atrial fibrillation and, in the older patient, cardiac failure. Thyrotoxic crisis is a medical emergency and has a moality of 10% despite early recognition and treatment.It is most commonly precipitated by an infection in a patient with previously unrecognized or inadequately treated thyrotoxicosis.It may also develop in known thyrotoxicosis sholy after thyroidectomy in an ill-prepared patient or within a few days of 131I therapy, when acute radiation damage may lead to a transient rise in serum thyroid hormone levels.Patients should be rehydrated and given propranolol, either orally (80 mg 4 times daily) or intravenously (1-5 mg 4 times daily). Sodium iodate (500 mg per day orally) will restore serum T3 levels to normal in 48-72 hours.This is a radiographic contrast medium that not only inhibits the release of thyroid hormones but also reduces the conversion of T4 to T3 and is, therefore, more effective than potassium iodide or Lugol's solution.",Medicine,
791f4a8a-a060-4a91-9810-7bdd4f4d500e,Heart of controlled trial?,Blinding,Experiment,Randomization,Intervention,C,single,,Dental,
4d992bbe-1bd9-417f-b08b-4a1c22095439,Mother to children's transmission is a key feature of which pattern of inheritance?,Codominance,Autosomal dominant inheritance,Recessive inheritance,Mitochondrial inheritance,D,single,"Ans-d-Mitocondrial inheritance , it is the only non-chromosomal DNA in human cells.Mitochondria! DNA, is always maternally inherited.Mitochondrial and nuclear DNA are located in different places in the cell. During feilization, the sperm and egg cell nuclei fuse to form an embryo.The egg cell is very large compared to the sperm, so although the cells nuclei fuse, the rest of the cell mass in the embryo comes from the egg only.Nuclear DNA is therefore co-inherited but the mitochondrial DNA, which is located outside of the nucleus, is always maternally inherited because all mitochondria in a foetus and later adult are derived from the mitochondria in the mother 's egg.So, in diseases showing mitochondria! inheritance all children from affected mother will inherit the disease but it will not be transmitted from an affected father to his children.",Biochemistry,
fab914c7-2813-4300-bddb-e6815e4e6597,Highly vascular tumor of brain and spinal cord in adults:,Metastasis,Pilocytic astrocytoma,Hemangioblastoma,Cavernous malformation,C,single,Answer- C (Hemangioblastoma)Hemangioblastoma represents the MC primary intra-axial tumor in the adult posterior fossa.Occur almost exclusively in the posterior fossa (cerebelluma)Solid or cystic with a mural nodule.,Surgery,
6d899f34-1374-4e19-b4d7-4f3b855176fe,"Drugs preventing PPH, all except:",Misoprostol,Dinoprostone,PGF-2 alpha,Oxytocin,B,multi,*PPH - Any bleed in genital tract after delivery Treatment - Misoprostol - PGE1 - 1000 ug per rectum - Carboprost -PGF2 alpha -IM only - Oxytocin is DOC. By WHO - 5/10 IU IM/IV Prophylactic - 10 -20 IU lV infusion For Rx of PPH. - IV methylergometrine 0.2 mg (peak action of 90 sec),Gynaecology & Obstetrics,AIIMS 2019
b482ac20-7d0a-46a2-a5b6-8833ca5adbae,The logical explanation for the unique anticariogenic property of most silicate cements is:,The reduction in enamel solubility due to fluoride uptake by enamel,That beryllium flux is used in silicates,That silicates show very little leakage at the margins of the restoration,Due to the high silica content,A,single,"The incidence of secondary caries is markedly less around silicate restorations. This is surprising when considering that severe leakage takes place at its margins. 
Also, the incidence of contact caries is less when compared to amalgam restorations (contact caries is the term applied to caries occurring on the proximal surface of the tooth adjacent to the restoration). 
The anti-cariogenic property is due to presence of 15% fluoride. Fluoride release is slow and occurs throughout the life of the restoration. Silicate cement was classed as a severe irritant to the pulp because of its low pH (acidic). 
For many years, silicate served as a standard for comparing the pulpal response to other materials. In deep cavities, the pulp had to be protected with varnish or calcium hydroxide.

Manapallil 3rd Ed P: 88",Dental,
60f690e1-518f-42c4-9ddb-acbf65c1731e,Calcification in enamel starts at :,Enamel matrix,Root,CEJ,DEJ,D,single,Calcification of enamel proceeds from cusps or incisal edges towards cervical line and from DEJ it proceeds towards surface.,Dental,
b0851fb1-a52d-49f5-bfd3-ae48a58c060a,Which of the following type of tongue thrusting has the worst prognosis?,Simple,Complex,Retained infantile swallow,All of the above,C,multi,"Tongue thrusting has been variously described as a deviate swallow, visceral swallow, retained infantile swallow or reverse swallow.
Prognosis

Simple tongue thrusting - Excellent
Complex tongue thrusting - Good
Retained infantile swallow - Poor

Pediatric Dentistry, Principles and Practice / M.S. Muthu, N. Sivakumar - 2nd Ed",Dental,
228da52b-1c04-49cc-bfd8-05701a0fdb11,Which of the following is true about prostate cancer?,Histopathology is determined by Gleason score,Most common region involved is central zone,Most common type is squamous cell Carcinoma,It is not a hormone dependent cancer,A,multi,Prostate cancer: Adenocarcinoma Malignancy arising from gland Hormone dependent malignancy PROSTATE Ca. BREAST Ca.| |TESTOSTERONE PROGESTERONE - M/C malignant tumor in ? > 65 years- M/C site for malignancy - Peripheral zone Grading (Pathologic): GLEASON GRADE PRIMARY (1-5) SECONDARY (1-5) Gleason Score: Primary + secondary grading= 2-10 Screening: | Levels of PSA (prostate specific Antigen)- not specific,Surgery,AIIMS 2019
c0991329-cb18-490a-b032-579c7331ffad,Treatment of solitary langerhans histiocytoma of mandible is by,Curettage,Radiotherapy,No treatment required,Chemotherapy,A,single,,Surgery,
87e68531-25dc-4647-a84c-28b40279d8fe,An affected male does not have affected children but an affected female always has affected children. Type of inheritance?,X linked recessive,Autosomal recessive,X linked dominant,Mitochondrial,D,single,"Mitochondrial inheritance- an affected female passes disease to all her offspring but the affected male can not. Because mitochondrial dna is present in cytoplasm, the child receives cytoplasm and mitochondria of the mother's ovum. Diseases of mitochondrial inheritance- Kearn sayre syndrome Leber hereditary optic neuropathy MELAS (Mitochondrial encephalopathy, lactic acidosis, stroke like syndrome) MERRF (myoclonic epilepsy with ragged red fibres) NARP ( neuropathy ataxia retinitis pigmentosa) CPEO (Chronic progressive external ophthalmoplegia) Pearson syndrome.",Pediatrics,AIIMS 2019
b5177811-b859-4340-9094-b587f8b10f7b,What percentage of cases of mandibular incisors have single apical foramen,97.80%,82.50%,60%,60%- 78%,A,single,,Dental,
b7f9b1e3-c48a-4660-acce-2bbfbc7637b2,Prevention of any incipient lesion at initial stage comes under,Primary prevention,Secondary prevention,Tertiary prevention,Primordial prevention,B,single,,Dental,
55093e71-8916-4f25-9524-9425d51455e1,A term gestation newborn developed respiratory distress. Which of the following would favour Respiratory distress syndrome (HIVID) ?,History of receiving antenatal corticosteroids,Air bronchogram on chest x–ray,Onset of distress after 6 hours of birth,Term birth,B,single,"chest x-ray of an infant with RDS is characterized by atelectasis, air bronchograms, and a diffuse reticular-granular pattern commonly referred to as ""ground glass"". The chest x-ray may progress to a complete ""white out"" with severe disease.
About other options

Antenatal corticosteroids are given in pre-term (pre-mature) pregnancies not in term pregnancies. Further, antenatal corticosteroids are given to prevent RDS (HMD) --> after antenatal corticosteroids administration, risk of HMD is reduced.
Respiratory distress occurs within first 6 hours.
HMD occurs in pre-term neonate.",Pediatrics,
525c0f64-0789-4991-9192-e8e8b7e65f43,Good contacts in primary teeth with lack of spacing predicts?,Normal occlusion in permanent teeth,Crowding in permanent teeth,Anterior cross bite,Spaced permanent dentition,B,single,,Dental,
7e7e865c-a410-427a-9af6-69eba0f31a9a,Distraction osteogenesis is done in pediatric patient which of the following is considered,Increase in rate,Increase rhythm,Consolidation time is increased,Time of fixation is increased,A,single,,Surgery,
57749b9a-2d16-403c-b69f-bcab6b998f88,Although standarize technique is simple and rapid but not used frequently because:,Inaccurate technique.,Relies on inherent shape of file to give shape of canal.,Accessory canals are not removed efficiently.,All of the above.,B,multi,,Dental,
f544aff2-aebb-41fd-97e7-da9dd55cfc23,To remove working side interference reduce:,Guiding cusps,Supporting cusps,Both of the above.,None.,A,multi,,Dental,
338105fa-a46d-440e-8d92-a1cf4b8ff075,A patient is suffering from dehydration secondary to diarrhea. Which of the following intravenous agent is used in this case?,10% glucose solution,Distilled water,0.9% saline,5% glucose solution,C,single,,Surgery,
8b9b2db6-2ddc-4002-9547-5fcf2e7ed9c5,Hodgkin's disease is considered to be:,Follicular reticulosis,Inflammatory disease,Chronic granulomatous disease,A malignant neoplasm,D,single,,Pathology,
eaf9a948-8b99-4522-a75d-7649ecd0e3f7,"A 60 years old male presented with fever, chills and dysuria. Patient was hospitalized in emergency for 5 days. PSA level was 7.4. Next best step in this patient:",Repeat PSA,TURP,TRUS guided biopsy,Antibiotics and admit,D,multi,Answer- D. Antibiotics and admitTreatment for acute bacterial prostatitis:MC used antibiotics are: TMP-SMX and Ciprofloxacin (Both are having better concentration in prostatic tissue)Around 4-6 weeks of antibiotic therapy is used to ave chronic bacterial prostatitis.,Surgery,
14c24fcb-ed9d-4790-981e-85200ec35558,Pharyngotympanic tube is supplied by all except:,Ascending pharyngeal,Ascending palatine,Middle meningeal artery,Artery of pterygoid canal,B,multi,,Anatomy,
e039fc9c-d96d-44e0-9933-b4c4d87bed58,"During diagnostic laparoscopy for undescended testis, there are absent testicular vessels. What should be done next?",Explore fuher,Nothing is to be done,Inguinal exploration,Scrotal examination,C,single,Answer- C,Surgery,
7aa1a7ca-15d6-42da-88b7-cbd1eefb503c,The cause of death in congenital diaphragmatic hernia is –,Septicaemia,Hemorrhage,Pulmonary hypoplasia,Intestinal obstruction,C,single,"Most common cause of death in congenital diaphragmatic hernia is                       Pulmonary complications
2""d most common cause of death in congenital diephragmatic hernia in  ---> Intestinal obstruction

Congenital diaphrogmatic hernia

Also known as ochalek hernia.
There is herniation of abdominal contents, i.e. stomach (most of the time), intestine, liver; into thorax through a defect in the diaphragm.
Females are affected more than males
More common on left side and is posterolateral.
Components of CDH are


Herniation of abdominal contents into thorax
Pulmonary hypoplasia
Malrotation of intestine


Associated anomalies may be seen 30% of cases -> CNS lesions, esophageal atresia, omphalocele and CVS lesions.
Most cases are sporadic.
CDH is a reconized part of several chromosomal syndromes ---> Trisomy 21, 18, 13, turner syndrome, Pallister-Killian, Fryn.

Clinical features

CDH may present as


Soon (within 6 hrs) after birth (most of the cases)
	or
After neonatal period (small group)

1)   Soon after birth

Respiratory distress is a cardinal sign --> presents as tachypnea, grunting, chest retraction, cyanosis.
Scaphoid abdomen
Increased chest wall diameter
Bowel sounds may be heard in the chest with decreased breath sound.


Cardiac impulse is displaced away from the side of hernia.

2)   After neonatal period

Vomiting as a result of intestinal obstruction
Mild respiratory symptoms


Occasionally, incarceration of the intestine will proceed to ischemia with sepsis and shock.

Diagnosis

Prenatal ultrasound can diagnose CDH between 16 and 14 wk.
After delivery chest X-ray and nasal gastric tube is all that is usually required to confirm the diagnosis.",Pediatrics,
