,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
259,259,Mercury_7123305,7123305,B,Mercury,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. (A) at sea level (B) in outer space (C) on mountain tops (D) at higher latitudes,Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images. , at sea level , in outer space , on mountain tops , at higher latitudes,,Question: Some scientists study images of very distant celestial bodies. Where is the best location for the types of telescopes that can provide the scientists with the clearest images.  (A)  at sea level  (B)  in outer space  (C)  on mountain tops  (D)  at higher latitudes. The correct answer is   ,"
C)  on mountain tops 
 ### (C)  on mountain tops "
260,260,NYSEDREGENTS_2012_4_26,26,D,NYSEDREGENTS,Which is an example of a nonliving thing? (A) bird (B) insect (C) dog (D) water,Which is an example of a nonliving thing? , bird , insect , dog , water,,Question: Which is an example of a nonliving thing?  (A)  bird  (B)  insect  (C)  dog  (D)  water. The correct answer is   ," (D)  water 
 ### (D)  water 
 ### (D)  water 
 ### (D)  water 
 ### (D)  water 
 ### (D)  water 
 ### (D)  water 
 ###"
261,261,NYSEDREGENTS_2013_4_13,13,C,NYSEDREGENTS,Which organisms break down and recycle dead plants and animals? (A) predators (B) prey (C) decomposers (D) producers,Which organisms break down and recycle dead plants and animals? , predators , prey , decomposers , producers,,Question: Which organisms break down and recycle dead plants and animals?  (A)  predators  (B)  prey  (C)  decomposers  (D)  producers. The correct answer is   ," (C)  decomposers 
 ### (C)  decomposers 
 ### (C)  decomposers 
 ### (C)  decomposers 
 ### (C)  decomposers 
"
262,262,Mercury_7216090,7216090,B,Mercury,Which is the best example of a parasitic relationship? (A) a woodpecker nesting in a cavity of a dead tree (B) a tapeworm absorbing food in the digestive tract of a wolf (C) a polar bear hunting a seal for food (D) a hummingbird transferring pollen between flowers,Which is the best example of a parasitic relationship? , a woodpecker nesting in a cavity of a dead tree , a tapeworm absorbing food in the digestive tract of a wolf , a polar bear hunting a seal for food , a hummingbird transferring pollen between flowers,,Question: Which is the best example of a parasitic relationship?  (A)  a woodpecker nesting in a cavity of a dead tree  (B)  a tapeworm absorbing food in the digestive tract of a wolf  (C)  a polar bear hunting a seal for food  (D)  a hummingbird transferring pollen between flowers. The correct answer is   ,"
B  a tapew"
263,263,NYSEDREGENTS_2010_4_3,3,D,NYSEDREGENTS,Which form of energy is produced when a guitar string vibrates? (A) chemical (B) light (C) magnetic (D) sound,Which form of energy is produced when a guitar string vibrates? , chemical , light , magnetic , sound,,Question: Which form of energy is produced when a guitar string vibrates?  (A)  chemical  (B)  light  (C)  magnetic  (D)  sound. The correct answer is   ,"
D  sound 
 ### (D)  sound 
 ### (D)  sound 
 ### (D)  sound 
 ### (D)  sound 
 ### (D)  sound 
 ### (D)  sound "
264,264,Mercury_SC_409143,409143,B,Mercury,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? (A) flowing water (B) natural gas (C) sunlight (D) wind,Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest? , flowing water , natural gas , sunlight , wind,,Question: Sydney is learning about the sources of energy that can run out. Which energy source will run out the fastest?  (A)  flowing water  (B)  natural gas  (C)  sunlight  (D)  wind. The correct answer is   ,"
 ### (B)  natural gas 
 ### (B)  natural gas 
 ### (B)  natural gas 
 ### (B)  natural gas 
 ### (B"
265,265,Mercury_7214235,7214235,A,Mercury,"Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? (A) desert (B) grassland (C) rain forest (D) temperate forest","Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range? ", desert , grassland , rain forest , temperate forest,,"Question: Which of these features, formed east of the Sierra Nevada Mountain Range, is due to moist air rising along the western slope of the mountain range?  (A)  desert  (B)  grassland  (C)  rain forest  (D)  temperate forest. The correct answer is   "," C  rain forest 
 ### (C)  rain forest 
 ### (C)  rain Forest 
 ### (C)  rain Forest "
266,266,Mercury_7173880,7173880,D,Mercury,"Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? (A) development of chemical rocks (B) development of extrusive rocks (C) development of layered rocks (D) development of folded rocks","Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence? ", development of chemical rocks , development of extrusive rocks , development of layered rocks , development of folded rocks,,"Question: Scientists have studied convergent boundaries and the results of the collisions. Besides the fact that mountains occur at these boundaries, which other part of the rock cycle is most likely associated with these areas of convergence?  (A)  development of chemical rocks  (B)  development of extrusive rocks  (C)  development of layered rocks  (D)  development of folded rocks. The correct answer is   ","
B  development of extrusive rocks"
267,267,Mercury_415689,415689,A,Mercury,What process in the atmosphere protects people from the ultraviolet rays in sunlight? (A) Ozone absorbs ultraviolet light. (B) Nitrogen reflects ultraviolet light. (C) Water vapor scatters ultraviolet light. (D) Carbon dioxide blocks ultraviolet light.,What process in the atmosphere protects people from the ultraviolet rays in sunlight? , Ozone absorbs ultraviolet light. , Nitrogen reflects ultraviolet light. , Water vapor scatters ultraviolet light. , Carbon dioxide blocks ultraviolet light.,,Question: What process in the atmosphere protects people from the ultraviolet rays in sunlight?  (A)  Ozone absorbs ultraviolet light.  (B)  Nitrogen reflects ultraviolet light.  (C)  Water vapor scatters ultraviolet light.  (D)  Carbon dioxide blocks ultraviolet light.. The correct answer is   , (A)  Ozone
268,268,NYSEDREGENTS_2008_4_5,5,B,NYSEDREGENTS,What force causes objects to be pulled toward Earth? (A) friction (B) gravity (C) light (D) electricity,What force causes objects to be pulled toward Earth? , friction , gravity , light , electricity,,Question: What force causes objects to be pulled toward Earth?  (A)  friction  (B)  gravity  (C)  light  (D)  electricity. The correct answer is   ," (B)  gravity 
 ### (B)  gravity 
 ### (B)  gravity 
 ### (B)  gravity 
 ### (B)  gravity 
 ### (B)  gravity 
 ### (B)  gravity 
"
269,269,ACTAAP_2012_7_2,2,D,ACTAAP,"Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? (A) element (B) mixture (C) solution (D) compound","Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide? ", element , mixture , solution , compound,,"Question: Iron oxide, also known as rust, is formed when iron chemically combines with oxygen. Which term best describes iron oxide?  (A)  element  (B)  mixture  (C)  solution  (D)  compound. The correct answer is   "," (D)  compound 
 ### (D)  compound 
 ### (D)  compound 
 ### (D)  compound 
 ### ("
270,270,Mercury_SC_LBS10041,LBS10041,D,Mercury,"In plants, what is responsible for passing traits from one generation to the next? (A) chloroplasts (B) photosynthesis (C) roots (D) genes","In plants, what is responsible for passing traits from one generation to the next? ", chloroplasts , photosynthesis , roots , genes,,"Question: In plants, what is responsible for passing traits from one generation to the next?  (A)  chloroplasts  (B)  photosynthesis  (C)  roots  (D)  genes. The correct answer is   "," (D)  genes 
 ### (D)  genes 
 ### (D)  genes 
 ### (D)  genes 
 ### (D)  genes "
271,271,Mercury_7228113,7228113,B,Mercury,"The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? (A) rodents to bats (B) reptiles to birds (C) aquatic organisms to land-based organisms (D) invertebrates to flying organisms","The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence? ", rodents to bats , reptiles to birds , aquatic organisms to land-based organisms , invertebrates to flying organisms,,"Question: The discovery of a fossilized animal with teeth, a long bony tail, and feathered wings helped to establish which evolutionary sequence?  (A)  rodents to bats  (B)  reptiles to birds  (C)  aquatic organisms to land-based organisms  (D)  invertebrates to flying organisms. The correct answer is   ", (C)  aquatic organisms to land-based organ
