,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
141,141,Mercury_7011760,7011760,A,Mercury,Twentieth-century research and development of vaccines significantly reduced the threat of (A) polio. (B) stroke. (C) diabetes. (D) osteoporosis.,Twentieth-century research and development of vaccines significantly reduced the threat of , polio. , stroke. , diabetes. , osteoporosis.,,"### Twentieth-century research and development of vaccines significantly reduced the threat of  (A)  polio.  (B)  stroke.  (C)  diabetes.  (D)  osteoporosis. 
 ### "," (D)  osteoporosis. 
 ### (D)  osteoporosis. 

 ### (D)  osteoporosis. 


 ###"
142,142,Mercury_7166145,7166145,B,Mercury,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? (A) taking in oxygen and transporting it to cells of the body (B) releasing hormones and transporting them to cells of the body (C) absorbing nutrients from food and transporting them to cells in the body (D) collecting waste products from the cells and transporting it out of the body,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? , taking in oxygen and transporting it to cells of the body , releasing hormones and transporting them to cells of the body , absorbing nutrients from food and transporting them to cells in the body , collecting waste products from the cells and transporting it out of the body,,"### The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact?  (A)  taking in oxygen and transporting it to cells of the body  (B)  releasing hormones and transporting them to cells of the body  (C)  absorbing nutrients from food and transporting them to cells in the body  (D)  collecting waste products from the cells and transporting it out of the body 
 ### ","
"
143,143,Mercury_7030450,7030450,C,Mercury,Which would be a safe practice to exercise during laboratory investigations? (A) using open flames to heat all materials (B) keeping your cell phone on the laboratory countertop (C) knowing where your instructor/laboratory leader is at all times (D) removing your safety glasses when moving from station to station,Which would be a safe practice to exercise during laboratory investigations? , using open flames to heat all materials , keeping your cell phone on the laboratory countertop , knowing where your instructor/laboratory leader is at all times , removing your safety glasses when moving from station to station,,"### Which would be a safe practice to exercise during laboratory investigations?  (A)  using open flames to heat all materials  (B)  keeping your cell phone on the laboratory countertop  (C)  knowing where your instructor/laboratory leader is at all times  (D)  removing your safety glasses when moving from station to station 
 ### ","
(D)  removing your safety glasses when moving from station to station "
144,144,MCAS_2006_9_5,5,B,MCAS,"Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? (A) They are replenished by sunlight. (B) They are cycled through ecosystems. (C) They are replaced by volcanic eruptions. (D) They are produced constantly from nutrients.","Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? ", They are replenished by sunlight. , They are cycled through ecosystems. , They are replaced by volcanic eruptions. , They are produced constantly from nutrients.,,"### Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?  (A)  They are replenished by sunlight.  (B)  They are cycled through ecosystems.  (C)  They are replaced by volcanic eruptions.  (D)  They are produced constantly from nutrients. 
 ### ", (
145,145,Mercury_7247100,7247100,C,Mercury,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? (A) practicing space walking (B) counseling activities for tension (C) exercising to maintain strength (D) monitoring circadian rhythms,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? , practicing space walking , counseling activities for tension , exercising to maintain strength , monitoring circadian rhythms,,"### Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need?  (A)  practicing space walking  (B)  counseling activities for tension  (C)  exercising to maintain strength  (D)  monitoring circadian rhythms 
 ### ","
 ### (B)  counseling activities for tension"
146,146,Mercury_7041563,7041563,B,Mercury,"Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? (A) the Galaxy theory (B) the Big Bang theory (C) the Steady State theory (D) the Oscillating theory","Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? ", the Galaxy theory , the Big Bang theory , the Steady State theory , the Oscillating theory,,"### Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies?  (A)  the Galaxy theory  (B)  the Big Bang theory  (C)  the Steady State theory  (D)  the Oscillating theory 
 ### "," (D)  the Oscillating theory 
 ### (D)  the Oscillating theory 
 ### (D"
147,147,Mercury_7123445,7123445,A,Mercury,A scientific article about the universe will most likely describe the universe as (A) consisting of billions of galaxies. (B) being less than two billion years old. (C) containing approximately ten planets. (D) becoming smaller over time.,A scientific article about the universe will most likely describe the universe as , consisting of billions of galaxies. , being less than two billion years old. , containing approximately ten planets. , becoming smaller over time.,,"### A scientific article about the universe will most likely describe the universe as  (A)  consisting of billions of galaxies.  (B)  being less than two billion years old.  (C)  containing approximately ten planets.  (D)  becoming smaller over time. 
 ### ","4. containing approximately ten planets. 

 ### 4. containing approximately ten planets. 

 ### 4. containing approximately ten planets. "
148,148,Mercury_7041335,7041335,A,Mercury,Which of these traits is most influenced by environment? (A) weight (B) hair color (C) blood type (D) handedness,Which of these traits is most influenced by environment? , weight , hair color , blood type , handedness,,"### Which of these traits is most influenced by environment?  (A)  weight  (B)  hair color  (C)  blood type  (D)  handedness 
 ### ","4. blood type 

 ### 4. blood type 

 ### 4. blood type 

 ### 4. blood type 

 ### 4. blood type 


 ### 4. blood type 


 ### "
149,149,Mercury_SC_415352,415352,A,Mercury,Which is an inherited trait? (A) dimples (B) scrapes (C) short hair (D) dirty fingernails,Which is an inherited trait? , dimples , scrapes , short hair , dirty fingernails,,"### Which is an inherited trait?  (A)  dimples  (B)  scrapes  (C)  short hair  (D)  dirty fingernails 
 ### ","4.  short hair 

 ### 4.  short hair 


 ### 4.  short hair 


 ### 4.  short hair 


 ### 4.  short hair 


 ### 4."
150,150,NYSEDREGENTS_2010_4_21,21,A,NYSEDREGENTS,Plants are producers because they (A) make their own food (B) can grow in soil (C) need water to grow (D) take in nutrients,Plants are producers because they , make their own food , can grow in soil , need water to grow , take in nutrients,,"### Plants are producers because they  (A)  make their own food  (B)  can grow in soil  (C)  need water to grow  (D)  take in nutrients 
 ### ","4.  take in nutrients 

 ### 4.  take in nutrients 

 ### 4.  take in nutrients 

 ### 4.  take in nutrients 

"
151,151,Mercury_7056490,7056490,A,Mercury,"If the Earth rotated in the opposite direction, what would most likely occur? (A) The Sun would rise in the west. (B) The seasons would be reversed. (C) There would be more days in each year. (D) The phases of the Moon would last longer.","If the Earth rotated in the opposite direction, what would most likely occur? ", The Sun would rise in the west. , The seasons would be reversed. , There would be more days in each year. , The phases of the Moon would last longer.,,"### If the Earth rotated in the opposite direction, what would most likely occur?  (A)  The Sun would rise in the west.  (B)  The seasons would be reversed.  (C)  There would be more days in each year.  (D)  The phases of the Moon would last longer. 
 ### "," (D)  The phases of the Moon would last longer. 

 ### (C)  There would be more"
